term,lemma,suggested_meaning_zh_simp,part_of_speech,part_of_speech_zh,popup_speak_text_zh,tts_engine_preferred,tts_voice_preferred,quality_grade,import_allowed,can_default_popup,single_click_popup_enabled,high_confidence_popup,can_learning_search,needs_followup_review,product_layer_after_prepare,reason,match_source,meaning_supported_by_current_evidence,repaired_from_reject,source_index,source_volume,source_page,evidence_en,evidence_zh_simp,occurrence_count,volume_count,score,original_product_layer,original_final_category,original_meaning_zh_simp,database_write_performed,front_end_import_ready,reader_dictionary_import_candidate,domain_glossary_import_candidate,metadata
historical,historical,历史的,adjective,形容词,形容词，历史的。英文，historical。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1489,01 Genesis,505,"The more I stay with this book, the more I enjoy sweet riches. When we read the book of Genesis, we need the divine enlightenment, for by our human mentality we cannot get anything out of this book except historical records and some interesting stories.",我越留其中，越享受牠甜美的丰富。我们读创世记需要神圣的光照，因为凭著我们人的头脑，除了历史的记载和一些有趣的故事，我们无法从这卷书得著甚么。我年轻的时候，很喜欢听这卷书的故事，但我们若只把创世记当作故事书来领会，我们会遗漏许多东西。,84,21,294.0,learning_vocab,learning_only,历史的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""505"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，历史的。英文，historical。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
initiation,initiation,开始,noun,名词,名词，开始。英文，initiation。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1490,01 Genesis,703,"God’s selection was origination, the initiation, of Jacob’s life. Do not think that you were saved by accident.",在我早期的职事中，我对一件事感到很困扰：我有些朋友几乎要成为基督徒，却没有得救。但许多人离主很远，我想他们绝不会得救，结果却得救了。有的人只参加一次福音聚会就得救了，他们似乎没有理由得救。实际上，他们得救是因为神已拣选了他们。雅各这个顽皮的人，抓脚跟的人，抓夺的人，蒙了神的拣选。这决定了他的将来。神的拣选是雅各一生的起源和开始。不要以为你是偶然得救的。不，我们的得救乃是神拣选的完成。,84,17,254.0,learning_vocab,learning_only,开始,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""703"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，开始。英文，initiation。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
majesty,majesty,威严,noun,名词,名词，威严。英文，majesty。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1491,01 Genesis,554,"Since God did not come to Abraham in glory with His majesty, Abraham did not recognize first that it was Jehovah God who was visiting him.",（a）照著神的启示代祷的第一个基本原则是必须照著神的启示。（创十八21。）在神眼中惟一算得数的代祷，乃是照著神启示的代祷。这就是说，正确的代祷不是我们发起的，乃是神在祂的启示中发起的。这在创世记十八章有清楚的描绘。亚伯拉罕并不是一天早晨醒来，挂念到罗得，于是跪下来向那在天上宝座上的一位，为罗得代祷。不是。当时亚伯拉罕在大热天坐在他的帐棚门口纳凉，神以平常人的形态来临。因著神没有在祂的荣耀里，带著祂的威严来临，亚伯拉罕起先并没有认出访问他的是耶和华神。最终，,84,16,244.0,learning_vocab,learning_only,威严,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""554"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，威严。英文，majesty。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
pointing,pointing,指向,noun_or_verb,名词或动词,名词或动词，指向。英文，pointing。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1492,01 Genesis,149,"It means that the Lord was pointing them to God, for the whole universe God is the only One who is not sinful.",这意思是主将他们指向神，因为在整个宇宙中只有神是没有罪的。因,84,25,334.0,learning_vocab,learning_only,指向,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""149"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun_or_verb"", ""part_of_speech_zh"": ""名词或动词"", ""popup_speak_text_zh"": ""名词或动词，指向。英文，pointing。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
preciousness,preciousness,珍贵,noun,名词,名词，珍贵。英文，preciousness。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1493,42 Luke,508,Here glory and honor are considered a crown. Glory is the splendor related to Jesus’ person; honor is preciousness related to Jesus’ worth Pet.,是指与耶稣人位有关的荣美；尊贵是指与耶稣价值（彼前二7）有关的珍贵。在这里我们也可以指出，主的尊荣与祂的地位有关。（彼后一17。）基督这位升天者得了荣耀尊贵为冠冕，乃是在荣耀的光景中，且有尊贵的位分。,84,18,264.0,learning_vocab,learning_only,珍贵,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""42 Luke"", ""source_page"": ""508"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，珍贵。英文，preciousness。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
shape,shape,形状,noun,名词,名词，形状。英文，shape。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1494,02 Exodus,832,"GOD’S TESTIMONY The ark is a box in the shape of a stand. We have seen that the ark typifies Christ. The very Christ who in our spirit is the ark, and this ark is a stand. In Bible any stand or standing implies a testimony.",十二神的见证约柜乃是一个形状如台的柜子。我们灵里的基督就是约柜，而这约柜乃是一个台。在圣经里，台或根基隐含见证的意思，站在台上就是作,84,18,264.0,learning_vocab,learning_only,形状,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""832"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，形状。英文，shape。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
switch,switch,开关,noun,名词,名词，开关。英文，switch。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1495,01 Genesis,145,"Although may have an electrical power plant with tremendous resources and all the necessary equipment properly installed, all is useless if there is insulation at the switch.",向主独立，就是有绝缘体将我们从主隔开了，有绝缘体将神圣的电流切断了。我们可以有一个资源浩大的发电厂，一切必需的设备也都合式的装置了，但如果在开关那里有绝缘体，一切就都归枉然。那个绝,84,10,184.0,learning_vocab,learning_only,开关,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""145"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，开关。英文，switch。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
bequests,bequest,遗赠,noun,名词,名词，遗赠。英文，bequests。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1496,01 Genesis,1141,"Although record of Jacob’s departure says nothing of his illness or bequests, it gives a beautiful, vivid picture of life in the presence of God.",雅各离世的记载没有题到他的疾病，他的遗嘱，或他在儿女中间如何分配产业。美地是他们的产业，神的应许是雅各遗赠给他儿女的遗嘱。雅各离世的记载虽然没有说到他的疾病或遗赠，却对他在神面前的一生描绘出一幅美丽生动的图画。雅各真是个属神的人。当他临死时，不受死亡的威胁。反之，因为他满了信心和盼望，所以他享受他的离世。,83,6,143.0,learning_vocab,learning_only,遗赠,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""1141"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，遗赠。英文，bequests。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
bother,bother,烦扰,noun,名词,名词，烦扰。英文，bother。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1497,42 Luke,275,"When our Husband is apparently absent and we left on earth as a widow, temporarily our God seems to be an unrighteous judge. Although He appears be unrighteous, we still must appeal to Him, pray persistently, and bother Him again and again.",当我们的丈夫表面上不在，留我们在地上如同寡妇的时候，我们的神暂时好像是不义的审判官。虽然祂看似不义，但我们仍要向祂求诉，恒切祷告，一再的烦扰祂。,83,23,313.0,learning_vocab,learning_only,烦扰,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""42 Luke"", ""source_page"": ""275"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，烦扰。英文，bother。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
crystal,crystal,水晶,adjective,形容词,形容词，水晶。英文，crystal。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1498,01 Genesis,12,What does this mean? We must approach this matter with a sober mind in order that we may be crystal clear.,撒但的背叛与败坏撒但的背叛与败坏我们现在来看撒但的背叛与败坏。我们研究这个题目，或许会叫人觉得希奇。我们一直在看神的创造，突然间却转到撒但的背叛，这是甚么意思？我们接触这个问题的时候，必须有清明的心思，叫我们能像水晶般透亮。,83,17,253.0,learning_vocab,learning_only,水晶,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""12"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，水晶。英文，crystal。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
deceive,deceive,欺骗,adjective,形容词,形容词，欺骗。英文，deceive。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1499,01 Genesis,20,"He is still walking about on the earth, “seeking someone to devour” Pet. still working to blind people Cor. to deceive them Cor. to fill their heart (Acts and to get an advantage of us Cor.",『寻找可吞吃的人；』（彼前五仍在运行著弄瞎人的心思，（林后四4，）欺骗他们，（林后十一14，）充满他们的心，（徒五3，）并想要在我们身上占便宜。（林后二11。）他仍是,83,27,353.0,learning_vocab,learning_only,欺骗,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""20"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，欺骗。英文，deceive。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
design,design,设计,noun,名词,名词，设计。英文，design。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1500,01 Genesis,108,"The style American cars may be improved and changed every year, but no one can improve the design of a human being.",我们的身体是用尘土造成的，作我们外面的表现。我有空的时候，喜欢对镜看自己，特别看我的脸。我越看自己，就越确信我是神造的。全宇宙中没有一个人能造出这么美妙的活物来。美国汽车的样式每年都会改进、变更，却没有人能改进人的设计。我们的耳朵设计得很完,83,16,243.0,learning_vocab,learning_only,设计,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""108"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，设计。英文，design。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
frogs,frog,青蛙,noun,名词,名词，青蛙。英文，frogs。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1501,01 Genesis,809,"Obviously, all these things are found in the Bible. Others may point out that the Bible mentions things such serpents, scorpions, and frogs. The Bible, containing more than a thousand chapters, is not a simple book.",的救恩。明显的，这些事都在圣经里。有些人可能指出，圣经题到像蛇、蝎子和青蛙这样的东西。圣经有一千多章，不是一本简单的书。,83,10,183.0,learning_vocab,learning_only,青蛙,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""809"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，青蛙。英文，frogs。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
immanuel,immanuel,以马内利,noun,名词,名词，以马内利。英文，immanuel。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1502,06 Joshua,1,Joshua led Israel to take the God-promised land that it might become the land of Immanuel (Josh. Isa.,（1）约书亚率领以色列人取得神应许之地，使其成为以马内利的地。（书一6，赛八,83,9,173.0,learning_vocab,learning_only,以马内利,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""06 Joshua"", ""source_page"": ""1"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，以马内利。英文，immanuel。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
improvement,improvement,进步,noun,名词,名词，进步。英文，improvement。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1503,01 Genesis,63,The living creatures in Revelation are the expression Christ Himself. There has been an improvement from God’s glory to Christ Himself.,是神荣耀的彰显，启示录的四活物是基督自己的彰显。从神的荣耀到基督自己，有一个进步。因此，在启示录里，四活物的外表就像四福音中的主耶稣。这就是说，启示录中的四活物，就是基督的彰显。我不是说他们是基督；他们不是基督，但他们彰显,83,20,283.0,learning_vocab,learning_only,进步,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""63"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，进步。英文，improvement。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
list,list,名单,noun,名词,名词，名单。英文，list。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1504,04 Numbers,290,The Distributors of the Good Land In verses through we have the distributors of the good land. The leaders of the two and a tribes are not included in the list of distributors.,分配美地的人十六至二十九节说到分配美地的人。那两个半支派的首领并没有列在这分配美地者的名单上。那两个,83,24,323.0,learning_vocab,learning_only,名单,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""04 Numbers"", ""source_page"": ""290"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，名单。英文，list。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
mediator,mediator,基督,noun,名词,名词，基督。英文，mediator。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1505,02 Exodus,472,"Thus, they heard the voice of God directly and personally, indirectly through a mediator. In the presence of they heard His direct speaking.",即使我们的旅程在神的照顾之下，并照著神的引导，我们还是不在与神的交通中。但在出埃及记十九章有非常宝贵的一点如今神领祂的赎民进入祂的同在中。那时以前，他们听见过神，然而，他们没有直接听见神的声音。今天在出埃及记生命读经第篇第页许多基督徒当中也是这样。虽然他们听见过神，但没有经历过神直接的说话。以色列人来到神的山以前，他们藉著摩西的传讲和教导，听见过神。但在这里神把他们直接领进祂的同在中。祂降临在山上，向百姓显现，并对他们说话。因此，他们直接并亲自听见神的声音，不是间接经由一位中间人。在神的同在中，他们听见神直接的说话。,83,11,193.0,learning_vocab,learning_only,基督,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""472"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，基督。英文，mediator。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
procedure,procedure,手续,noun,名词,名词，手续。英文，procedure。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1506,01 Genesis,101,"Therefore, we need the second record to reveal way, the procedure, God takes to fulfill His purpose.",第二次的记载，以启示神所采取来达成祂目的的方法和手续。我们看,83,18,263.0,learning_vocab,learning_only,手续,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""101"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，手续。英文，procedure。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
search,search,搜寻,noun,名词,名词，搜寻。英文，search。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1507,26 Ezekiel,109,"Furthermore, whenever the Lord moves through He moves like fire to burn, enlighten, and search. After this burning something will remain, and that will the electrum—a mixture of gold and silver signifying the Lamb-God, the redeeming God.",成为精金。不仅如此，每当主藉著我们行动时，祂乃是像火一样，一直在焚烧、光照并搜寻。焚烧之后，所留下的就是精金－一种金与银的混合物，表征羔羊神，救赎的神。,83,23,313.0,learning_vocab,learning_only,搜寻,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""26 Ezekiel"", ""source_page"": ""109"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，搜寻。英文，search。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
stealing,stealing,偷窃,noun_or_verb,名词或动词,名词或动词，偷窃。英文，stealing。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1508,01 Genesis,248,"They say, “What is wrong with serving God in this way? We are not gambling, stealing, or killing.",他们的自以为是里，他们妄自认为自己是在事奉神。他们说，『这样事奉神有甚么不对？我们不是在赌博、偷窃、或杀人，我们是在事奉神。』然而我要对他们说，『你们事奉神是照著你们的观念。最后，你们没有事奉神，只是事奉,83,20,283.0,learning_vocab,learning_only,偷窃,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""248"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun_or_verb"", ""part_of_speech_zh"": ""名词或动词"", ""popup_speak_text_zh"": ""名词或动词，偷窃。英文，stealing。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
successful,successful,成功的,adjective,形容词,形容词，成功的。英文，successful。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1509,04 Numbers,187,"If we had only the record in Numbers we would Life-Study of Numbers Message think that in their journey the children of Israel were altogether aggressive, positive, and successful, going from one station to another until they reached their goal—the land of rest.",数记三十三章的记载，就会以为民数记生命读经第篇第页以色列人的行程完全是进取的，积极的，成功的，从一站到另一站，直到他们到达目的地－安息之地。我们从民数记一章读到三十三章，可能认为以色列人没有一点好的。但三十三章给我们,83,27,353.0,learning_vocab,learning_only,成功的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""04 Numbers"", ""source_page"": ""187"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，成功的。英文，successful。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
