term,lemma,suggested_meaning_zh_simp,part_of_speech,part_of_speech_zh,popup_speak_text_zh,tts_engine_preferred,tts_voice_preferred,quality_grade,import_allowed,can_default_popup,single_click_popup_enabled,high_confidence_popup,can_learning_search,needs_followup_review,product_layer_after_prepare,reason,match_source,meaning_supported_by_current_evidence,repaired_from_reject,source_index,source_volume,source_page,evidence_en,evidence_zh_simp,occurrence_count,volume_count,score,original_product_layer,original_final_category,original_meaning_zh_simp,database_write_performed,front_end_import_ready,reader_dictionary_import_candidate,domain_glossary_import_candidate,metadata
elders,elder,长老,noun,名词,名词，长老。英文，elders。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable church term with repeated aligned evidence.,evidence_queue_round_001,true,false,168,01 Genesis,78,"Many people have read Watchman Nee’s book, Spiritual Authority. They simply utilize that book, saying, “We the elders of the church.",许多人读过倪弟兄『权柄与顺服』这本书。他们只是利用那本书，说，『我们是召会的长老。我们是基督徒团体的带领人。我们是神的权柄。』如果你这样说，你在神的权柄上就了了。你没有神的形像。当主耶稣来的时候，祂对人绝没有一种态度自居是权柄，要人服从祂。祂绝没有,1349,46,1809.0,evidence_queue,needs_more_evidence,长老,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""78"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，长老。英文，elders。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
sabbath,sabbath,安息日,noun,名词,名词，安息日。英文，sabbath。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical term with repeated aligned evidence.,evidence_queue_round_001,true,false,206,01 Genesis,50,"Christ is the holy day, Christ is the new moon, Christ the sabbath day, Christ is the beginning of the year, Christ is everything.",基督的影儿一切的日子、记号、节令和年岁都是影儿，基督才是实际。（西二17。）基督是圣日，基督是月朔，基督是安息日，基督是一年之始，基督是一切。基督是你的新开始－较大的开始是年，较小的开始是日。基督乃是月朔。,1104,33,1434.0,evidence_queue,needs_more_evidence,安息日,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""50"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，安息日。英文，sabbath。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
propitiation,propitiation,遮罪,noun,名词,名词，遮罪。英文，propitiation。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,"Promote with corrected aligned meaning. The evidence maps propitiation to 遮罪, not the broader candidate 赎罪.",final_import_precheck_49,true,false,388,03 Leviticus,13,"Sacrifices are for redemption, for propitiation, whereas presents are gifts for intimate fellowship between and God.",牲是为著救赎、遮罪，礼物乃是赠品，为著我们与神之间有亲密的交通。我们为著这交通所带来的礼物，该是我们所经历的基督。我们珍赏这位基督，就该将祂献给神作礼物。甚至赎罪祭和赎愆祭也可以作我们带来给神的礼物。,575,12,695.0,default_front_glossary,learning_only,遮罪,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""03 Leviticus"", ""source_page"": ""13"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，遮罪。英文，propitiation。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
priestly,priestly,祭司的,adverb,副词,副词，祭司的。英文，priestly。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Promote as a stable ministry/Bible adjective; evidence directly supports 祭司的 and it complements priesthood.,final_import_precheck_49,true,false,559,01 Genesis,926,(b) For the Priestly Service In Exodus is the consecration of the priesthood.,《2》为著祭司的事奉出埃及二十九章说到祭司承接圣,371,24,611.0,default_front_glossary,learning_only,祭司的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""926"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adverb"", ""part_of_speech_zh"": ""副词"", ""popup_speak_text_zh"": ""副词，祭司的。英文，priestly。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
sanctuary,sanctuary,圣所,adjective,形容词,形容词，圣所。英文，sanctuary。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,716,02 Exodus,277,"In verse we are told that the Lord would plant His people in the mountain of His inheritance, the place which He has made to dwell in. This place is the sanctuary which His hands have established.",十七节告诉我们，主要将祂的百姓栽于祂产业的山上，就是祂为自己所造的住处。这住处就是祂手所建立的圣所。请注,259,21,469.0,default_front_glossary,frontend_ready,圣所,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""02 Exodus"", ""source_page"": ""277"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，圣所。英文，sanctuary。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
fleshly,fleshly,属肉体的,adverb,副词,副词，属肉体的。英文，fleshly。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Promote as a stable spiritual adjective; evidence directly supports 属肉体的 and it is frequent across volumes.,final_import_precheck_49,true,false,838,01 Genesis,380,Many divisions have been caused by relationships in flesh. Every fleshly relationship is the start of a division.,裂是起因于肉体上的关系。一切属肉体的关系都是分裂的开端。我们按著,211,29,501.0,default_front_glossary,learning_only,属肉体的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""380"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adverb"", ""part_of_speech_zh"": ""副词"", ""popup_speak_text_zh"": ""副词，属肉体的。英文，fleshly。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
comforter,comforter,保惠师,noun,名词,名词，保惠师。英文，comforter。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,"Promote with corrected aligned meaning. The evidence identifies Comforter as 保惠师; 圣灵 is context, not the term meaning.",final_import_precheck_49,true,false,1077,02 Exodus,1000,"In Gospel of John Christ spoke of the Spirit as another Comforter who was to come Christ was Forerunner who cut the way so that the Spirit, other Comforter, could come.",福音书开头的话甚至说到基督是用圣灵施浸的那位。约翰福音里基督说到那灵是要来的另一位保惠师。（十四16。）基督是开路先锋，使另一位保惠师─那灵─能彀来到。祂将要死的时候，告诉门徒说，祂要为著实际的灵来到而祷告，原因就在这里。,141,15,291.0,default_front_glossary,learning_only,保惠师,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""1000"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，保惠师。英文，comforter。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
atonement,atonement,赎罪,noun,名词,名词，赎罪。英文，atonement。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Promote as a stable biblical term; evidence directly supports 赎罪 in 赎罪节.,final_import_precheck_49,true,false,1431,01 Genesis,48,"These four feasts came during the first half of the year. On the day of the seventh month, there was the feast of the blowing of the trumpet, and on the tenth day of the seventh month was the feast of atonement.",关于这事，我们需要读几处利未记的经文。（利二三41。）这几节告诉我们，每年的正月百姓有节期。节期也与节令有关。正月的节期是逾越节，接著是无酵节，然后是初熟节，再后是七七节，也称五旬节。这四个节期都是在上半年。然后，七月一日是吹号节，七月十日是赎罪节，还有七月十五日是住棚节。以上七个节期全是按月分守的。,91,12,211.0,default_front_glossary,learning_only,赎罪,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""48"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，赎罪。英文，atonement。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
sinless,sinless,无罪的,adjective,形容词,形容词，无罪的。英文，sinless。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Promote as a stable theological adjective; evidence directly supports 无罪的 in Christ/life context.,final_import_precheck_49,true,false,1565,02 Exodus,225,"Therefore, the feast The flesh of the Passover lamb signifies the sinless of Christ. We received Christ not only in His death and resurrection, but also in His sinlessness, for life is not only a crucified and resurrected life, also a sinless life.",（五）守除酵节作为逾越节的延续七日以色列人要守除酵节作为逾越节出埃及记生命读经第篇第页的延续。（十二十三出埃及记十二章十八节说：『从正月十四日晚上，直到二十一日晚上，你们要吃无酵饼。』我们已指出，当以色列人吃逾越节的羊羔时，他们也需要吃无酵饼。我们看见逾越节只有一天，而除酵节却有七日之久。所以，除酵节是逾越节的延续。逾越节羊羔的肉表征基督无罪的生命。我们不仅接受基督的死与复活，并且接受祂的无罪，因祂的生命不仅是钉死和复活的生命，也是无罪的生命。所以，我们必须吃羊羔的肉和无酵饼。这意思是从我们接受基督而得救，并且人生有了新起头的时候，我们就开始过无酵的生活，就是无罪的生活。,77,15,227.0,default_front_glossary,learning_only,无罪的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""225"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adjective"", ""part_of_speech_zh"": ""形容词"", ""popup_speak_text_zh"": ""形容词，无罪的。英文，sinless。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
zoe,zoe,生命,noun,名词,名词，生命。英文，zoe。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Promote as a high-value Life-study term; evidence explains zoe as the eternal divine life and directly contains 生命.,final_import_precheck_49,true,false,2017,43 John,211,"In verse the Greek word is zoe, which is the word used in the New Testament for the eternal divine life.",基督舍了祂的魂生命，叫羊得到神的生命在十节主说，『我来了，是要叫羊得生命，并且得的更丰盛。』在十一节祂说，『我是好牧人，好牧人为羊舍命。』这两节的『生命，』原文是两个不同的字。在十节，希腊文是奏厄。这字在新约里是指永远、神圣的生命。在十一节，希腊文是,46,6,106.0,default_front_glossary,learning_only,生命,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""learning_only"", ""source_volume"": ""43 John"", ""source_page"": ""211"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，生命。英文，zoe。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
